Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Units in structure,Rent,Household income
T18C_est35,2019,50,44,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est36,2019,120,103,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est37,2019,4,2,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est38,2019,45,52,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est39,2019,35,26,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est40,2019,45,48,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est41,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est42,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est43,2019,30,48,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est44,2019,4,2,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est45,2019,10,16,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est46,2019,4,2,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,2 to 4 units in structure,greater than RHUD80,All
T18C_est47,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est48,2019,4,2,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est49,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est50,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est51,2019,4,4,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 100% of HAMFI
T18C_est52,2019,270,91,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,5 or more units in structure,All,All
T18C_est53,2019,40,25,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,5 or more units in structure,less than or equal to RHUD30,All
T18C_est54,2019,40,25,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est55,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est56,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est57,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est58,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est59,2019,205,94,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,All
T18C_est60,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est61,2019,90,65,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est62,2019,55,55,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est63,2019,4,12,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est64,2019,60,64,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est65,2019,20,27,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est66,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est67,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est68,2019,20,27,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est69,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est70,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est71,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,5 or more units in structure,greater than RHUD80,All
T18C_est72,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est73,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est74,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est75,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est76,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,5 or more units in structure,greater than RHUD80,greater than 100% of HAMFI
T18C_est77,2019,190,106,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",All,All
T18C_est78,2019,110,89,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,All
T18C_est79,2019,25,32,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est80,2019,10,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est81,2019,25,41,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est82,2019,50,72,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est83,2019,4,4,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est84,2019,50,42,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,All
T18C_est85,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est86,2019,15,30,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est87,2019,30,32,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est88,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est89,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est90,2019,30,31,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,All
T18C_est91,2019,4,16,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est92,2019,15,27,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est93,2019,10,13,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est94,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est95,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est96,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Subtotal,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,All
T18C_est97,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est98,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est99,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est100,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est101,2019,0,23,2015thru2019,050,05000US51099,King George County, Virginia,51,099,51099,Detail,Renter occupied,"Other structure type (mobile homes, etc.)",greater than RHUD80,greater than 100% of HAMFI
T18C_est1,2019,2900,347,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Total,Total: Renter occupied,All,All,NA
T18C_est2,2019,1700,324,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,One unit in structure,All,All
T18C_est3,2019,460,154,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,One unit in structure,less than or equal to RHUD30,All
T18C_est4,2019,80,46,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est5,2019,110,79,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est6,2019,105,75,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est7,2019,10,14,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est8,2019,160,107,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est9,2019,460,185,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,All
T18C_est10,2019,40,53,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est11,2019,165,121,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est12,2019,160,120,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est13,2019,20,34,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est14,2019,75,56,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est15,2019,695,201,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est16,2019,55,56,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est17,2019,175,119,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est18,2019,95,63,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est19,2019,150,110,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est20,2019,220,98,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est21,2019,85,77,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,One unit in structure,greater than RHUD80,All
T18C_est22,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est23,2019,30,46,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est24,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est25,2019,40,57,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est26,2019,15,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,One unit in structure,greater than RHUD80,greater than 100% of HAMFI
T18C_est27,2019,275,125,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,2 to 4 units in structure,All,All
T18C_est28,2019,45,53,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,All
T18C_est29,2019,40,51,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est30,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est31,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est32,2019,4,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est33,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est34,2019,175,107,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,All
T18C_est35,2019,10,19,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est36,2019,50,71,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est37,2019,45,66,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est38,2019,45,46,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est39,2019,20,25,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est40,2019,40,39,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est41,2019,10,15,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est42,2019,10,24,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est43,2019,20,27,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est44,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est45,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 100% of HAMFI
T18C_est46,2019,15,25,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,2 to 4 units in structure,greater than RHUD80,All
T18C_est47,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,less than or equal to 30% of HAMFI
T18C_est48,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est49,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est50,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est51,2019,15,25,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,2 to 4 units in structure,greater than RHUD80,greater than 100% of HAMFI
T18C_est52,2019,705,161,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,5 or more units in structure,All,All
T18C_est53,2019,170,110,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,5 or more units in structure,less than or equal to RHUD30,All
T18C_est54,2019,155,108,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,less than or equal to 30% of HAMFI
T18C_est55,2019,15,20,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est56,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est57,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est58,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,less than or equal to RHUD30,greater than 100% of HAMFI
T18C_est59,2019,315,122,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,All
T18C_est60,2019,55,84,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,less than or equal to 30% of HAMFI
T18C_est61,2019,105,55,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est62,2019,60,48,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
T18C_est63,2019,95,60,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 80% of HAMFI but less than or equal to 100% of HAMFI
T18C_est64,2019,0,26,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,greater than RHUD30 and less than or equal to RHUD50,greater than 100% of HAMFI
T18C_est65,2019,205,93,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Subtotal,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,All
T18C_est66,2019,50,41,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,less than or equal to 30% of HAMFI
T18C_est67,2019,15,23,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 30% of HAMFI but less than or equal to 50% of HAMFI
T18C_est68,2019,95,78,2015thru2019,050,05000US51137,Orange County, Virginia,51,137,51137,Detail,Renter occupied,5 or more units in structure,greater than RHUD50 and less than or equal to RHUD80,greater than 50% of HAMFI but less than or equal to 80% of HAMFI
